SBS-Example1	DPD-Example1
etha tumhe mā anussavena, mā param'parāya, mā itikirāya, mā <b>piṭaka</b>sampadānena, mā takkahetu, mā nayahetu, mā ākāraparivitakkena, mā diṭṭhinijjhānakkhantiyā, mā bhabbarūpatāya, mā samaṇo no garū'ti.	etha tumhe, kālāmā, mā anussavena, mā paramparāya, mā itikirāya, mā <b>piṭaka</b>sampadānena, mā takkahetu, mā nayahetu, mā ākāraparivitakkena, mā diṭṭhinijjhānakkhantiyā, mā bhabbarūpatāya, mā samaṇo no garū'ti.
ime kho, ambho purisa, pañca vadhakā paccatthikā <b>piṭṭhito</b> piṭṭhito anubandhā, yatth'eva naṃ passissāma tatth'eva jīvitā voropessāmā'ti.	seyyathā'pi, bhikkhave, gadrabho gogaṇaṃ <b>piṭṭhito</b> <b>piṭṭhito</b> anubandho hoti, aham'pi dammo, aham'pi dammo'ti.
aññena hatth'aṭṭhikaṃ, aññena pād'aṭṭhikaṃ, gopphak'aṭṭhikaṃ, jaṅgh'aṭṭhikaṃ, ūru'ṭṭhikaṃ, kaṭi'ṭṭhikaṃ, phāsuk'aṭṭhikaṃ, <b>piṭṭhi'</b>ṭṭhikaṃ, khandh'aṭṭhikaṃ, gīv'aṭṭhikaṃ	so puratthimena nagarassa navaṃ santh'āgāraṃ kārāpetvā kesamassuṃ ohāretvā khar'ājinaṃ nivāsetvā sappitelena kāyaṃ abbhañjitvā magavisāṇena <b>piṭṭhiṃ</b> kaṇḍuvamāno navaṃ santh'āgāraṃ pavisati, saddhiṃ mahesiyā brāhmaṇena ca purohitena.
sa <b>piṇḍacāraṃ</b> caritvā, van'antam'abhihāraye, <br/>upaṭṭhito rukkhamūlasmiṃ, āsan'ūpagato muni.	sa <b>piṇḍacāraṃ</b> caritvā,<br/>vanantam'abhihāraye,<br/>upaṭṭhito rukkhamūlasmiṃ,<br/>āsan'ūpagato muni.
so pacchābhattaṃ <b>piṇḍapāta</b>paṭikkanto nisīdati pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.	sa kho so, bhikkhave, bhikkhu evaṃsīlo evaṃdhammo evaṃpañño sālīnaṃ ce'pi <b>piṇḍapātaṃ</b> bhuñjati vicitakāḷakaṃ anekasūpaṃ anekabyañjanaṃ, nev'assa taṃ hoti antarāyāya.
tena kho pana samayena āyasmā nigrodhakappo pacchābhattaṃ <b>piṇḍapātapaṭikkanto</b> vihāraṃ pavisati, sāyaṃ vā nikkhamati aparajju vā kāle	tena kho pana samayena sambahulānaṃ therānaṃ bhikkhūnaṃ pacchābhattaṃ <b>piṇḍapātapaṭikkantānaṃ</b> maṇḍalamāḷe sannisinnānaṃ sannipatitānaṃ ayam'antarākathā udapādi, vuttam'idaṃ, āvuso, bhagavatā pārāyane metteyyapañhe.
na kho pan'āhaṃ cīvarahetu agārasmā anagāriyaṃ pabbajito. na <b>piṇḍapātahetu</b>, na sen'āsanahetu, na itibhav'ābhavahetu agārasmā anagāriyaṃ pabbajito.	na kho pan'āhaṃ cīvarahetu agārasmā anagāriyaṃ pabbajito. na <b>piṇḍapātahetu</b>, na sen'āsanahetu, na itibhav'ābhavahetu agārasmā anagāriyaṃ pabbajito.
sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ <b>piṇḍapātik'aṅgaṃ</b> paṃsukūlik'aṅgaṃ samādiyiṃsu	sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ piṇḍapātik'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu
sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ <b>piṇḍapātik</b>'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu	<b>piṇḍapātikassa</b> bhikkhuno,<br/>attabharassa anaññaposino,<br/>devā pihayanti tādino,<br/>upasantassa sadā satīmato'ti.
pheṇap<b>iṇḍ</b>'ūpamaṃ rūpaṃ, vedanā bubbuḷ'ūpamā. <br/>marīcik'ūpamā saññā, saṅkhārā kadal'ūpamā. <br/>māy'ūpamañ'ca viññāṇaṃ, desit'ādicca'bandhunā.	balavā puriso jivh'agge kheḷa<b>piṇḍaṃ</b> saṃyūhitvā appakasirena vameyya
sa <b>piṇḍa</b>cāraṃ caritvā, van'antam'abhihāraye, <br/>upaṭṭhito rukkhamūlasmiṃ, āsan'ūpagato muni.	addasā kho aññataro upāsako taṃ bhikkhuṃ kīṭāgirismiṃ <b>piṇḍāya</b> carantaṃ. disvāna yena so bhikkhu ten'upasaṅkami, upasaṅkamitvā taṃ bhikkhuṃ abhivādetvā etad'avoca, api, bhante, <b>piṇḍo</b> labbhatī'ti?
evam'eva kho, bhikkhave, idha therā bhikkhū pubb'aṇhasamayaṃ nivāsetvā pattacīvaramādāya gāmaṃ vā nigamaṃ vā <b>piṇḍāya</b> pavisanti.	addasā kho aññataro upāsako taṃ bhikkhuṃ kīṭāgirismiṃ <b>piṇḍāya</b> carantaṃ. disvāna yena so bhikkhu ten'upasaṅkami, upasaṅkamitvā taṃ bhikkhuṃ abhivādetvā etad'avoca, api, bhante, piṇḍo labbhatī'ti?
seyyathā'pi, bhikkhave, amba<b>piṇḍiyā</b> vaṇṭacchinnāya yāni tattha ambāni vaṇṭapaṭibandhāni sabbāni tāni tad'anvayāni bhavanti	seyyathā'pi, bhikkhave, amba<b>piṇḍiyā</b> vaṇṭacchinnāya yāni tattha ambāni vaṇṭapaṭibandhāni sabbāni tāni tad'anvayāni bhavanti
na <b>piṇḍ'ukkhepakaṃ</b> bhuñjissāmī'ti sikkhā karaṇīyā.	na <b>piṇḍ'ukkhepakaṃ</b> bhuñjissāmī'ti sikkhā karaṇīyā.
mātaraṃ <b>pitaraṃ</b> hantvā, rājāno dve ca khattiye,<br/>raṭṭhaṃ sānucaraṃ hantvā, anīgho yāti brāhmaṇo.	mātaraṃ <b>pitaraṃ</b> hantvā,<br/>rājāno dve ca khattiye,<br/>raṭṭhaṃ sānucaraṃ hantvā,<br/>anīgho yāti brāhmaṇo.
sakyā kho pana, ambaṭṭha, rājānaṃ okkākaṃ <b>pitāmahaṃ</b> dahanti.	taggha'si, tāta kumma, khato, taggha upahato. etena hi te, tāta kumma, suttakena pitaro ca <b>pitāmahā</b> ca anayaṃ āpannā byasanaṃ āpannā. gaccha dāni tvaṃ, tāta kumma, na dāni tvaṃ amhākan'ti.
idaṃ te, tāta sudinna, mātu mattikaṃ, itthikāya itthidhanaṃ, aññaṃ pettikaṃ aññaṃ <b>pitāmahaṃ</b>.	idaṃ te, tāta sudinna, mātu mattikaṃ, itthikāya itthidhanaṃ, aññaṃ pettikaṃ aññaṃ <b>pitāmahaṃ</b>.
idha, bhikkhave, rañño bhaddo ass'ājānīyo ubhato sujāto hoti, mātito ca <b>pitito</b> ca. yassaṃ disāyaṃ aññe'pi bhaddā ass'ājānīyā jāyanti, tassaṃ disāyaṃ jāto hoti.	idha, bhikkhave, rañño bhaddo ass'ājānīyo ubhato sujāto hoti, mātito ca <b>pitito</b> ca. yassaṃ disāyaṃ aññe'pi bhaddā ass'ājānīyā jāyanti, tassaṃ disāyaṃ jāto hoti.
yā tā māturakkhitā <b>piturakkhitā</b> mātāpiturakkhitā bhāturakkhitā bhaginirakkhitā ñātirakkhitā gottarakkhitā dhammarakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷaparikkhittā'pi	yā tā māturakkhitā <b>piturakkhitā</b> mātāpiturakkhitā bhāturakkhitā bhaginirakkhitā ñātirakkhitā gottarakkhitā dhammarakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷaparikkhittā'pi
<b>pittasamuṭṭhānā</b> ābādhā semhasamuṭṭhānā ābādhā vātasamuṭṭhānā ābādhā sannipātikā ābādhā utupariṇāmajā ābādhā visamaparihārajā ābādhā	<b>pittasamuṭṭhānāni</b>'pi ... semhasamuṭṭhānāni'pi ... vātasamuṭṭhānāni'pi … sannipātikāni'pi … utupariṇāmajāni'pi … visamaparihārajāni'pi … opakkamikāni'pi … kammavipākajāni'pi kho, sīvaka, idh'ekaccāni vedayitāni uppajjanti.
yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pithīyati</b> <br/>so'maṃ lokaṃ pabhāseti, abbhā mutto'va candimā.	yato ca kho so, bhikkhave, bahusampatto hoti, atha taṃ dvāraṃ <b>pithīyati</b>.
seyyathā'pi, bhikkhave, nadī pabbateyyā dūraṅ'gamā sīghasotā hārahārinī. tassā puriso ubhato naṅgalamukhāni <b>pidaheyya</b>.	seyyathā'pi, bhikkhave, nadī pabbateyyā dūraṅ'gamā sīghasotā hārahārinī. tassā puriso ubhato naṅgalamukhāni <b>pidaheyya</b>.
yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pidhīyati</b>,<br/>so'maṃ lokaṃ pabhāseti, abbhā mutto'va candimā.	yassa pāpaṃ kataṃ kammaṃ,<br/>kusalena <b>pidhīyati</b>,<br/>so'maṃ lokaṃ pabhāseti,<br/>abbhā mutto'va candimā.
cakkhurogo sotarogo ghānarogo jivhārogo kāyarogo sīsarogo kaṇṇarogo mukharogo dantarogo oṭṭharogo kāso sāso <b>pināso</b> ḍāho jaro kucchirogo mucchā	iti imasmiṃ kāye vividhā ābādhā uppajjanti, seyyathidaṃ, cakkhurogo sotarogo ghānarogo jivhārogo kāyarogo sīsarogo kaṇṇarogo mukharogo dantarogo oṭṭharogo kāso sāso <b>pināso</b> ḍāho jaro kucchirogo mucchā
madanimmadanāya <b>pipāsavinayāya</b> ālayasamugghātāya vaṭṭ'upacchedāya taṇhakkhayāya virāgāya nirodhāya nibbānāya dhammo desito?	mada-nimmadanāya pipāsavinayāya ālayasamugghātāya vaṭṭ'upacchedāya taṇhakkhayāya virāgāya nirodhāya nibbānāya dhammo desito?
pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? khuddaṃ paṭihanati,<b> pipāsaṃ</b> paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā'ti.	pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? khuddaṃ paṭihanati, <b>pipāsaṃ</b> paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā'ti.
ayoge yuñjam'attānaṃ, yogasmiñ'ca ayojayaṃ,<br/>atthaṃ hitvā <b>piyaggāhī</b>, pihet'att'ānuyoginaṃ.	ayoge yuñjam'attānaṃ,<br/>yogasmiñ'ca ayojayaṃ,<br/>atthaṃ hitvā <b>piyaggāhī</b>,<br/>pihet'att'ānuyoginaṃ.
addhā ayam'āyasmā jānaṃ jānāti passaṃ passatī'ti. ayam'pi dhammo <b>piyatāya</b> garutāya bhāvanāya sāmaññāya ekībhāvāya saṃvattati.	addhā ayam'āyasmā jānaṃ jānāti passaṃ passatī'ti. ayam'pi dhammo <b>piyatāya</b> garutāya bhāvanāya sāmaññāya ekībhāvāya saṃvattati.
addhā ayam'āyasmā jānaṃ jānāti passaṃ passatī'ti. ayam'pi dhammo <b>piyattāya</b> garuttāya bhāvanāya sāmaññāya ekībhāvāya saṃvattati.	addhā ayam'āyasmā jānaṃ jānāti passaṃ passatī'ti. ayam'pi dhammo <b>piyattāya</b> garuttāya bhāvanāya sāmaññāya ekībhāvāya saṃvattati.
yaṃ loke <b>piyarūpaṃ</b> sātarūpaṃ, etth'esā taṇhā uppajjamānā uppajjati, ettha nivisamānā nivisati.	idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā <b>piyarūpe</b> rūpe adhimuccati, appiyarūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso.
so upaṭṭhaheyya pubb'uṭṭhāyī pacchānipātī kiṃkārapaṭissāvī manāpacārī <b>piyavādī</b>.	so taṃ gahapatiṃ vā gahapatiputtaṃ vā upasaṅkamitvā evaṃ vadeyya, upaṭṭhaheyyaṃ taṃ, bhante'ti. tam'enaṃ so gahapati vā gahapatiputto vā upaṭṭhāpeyya. so upaṭṭhaheyya pubb'uṭṭhāyī pacchānipātī kiṃkārapaṭissāvī manāpacārī <b>piyavādī</b>.
sukhaṃ supati, sukhaṃ paṭibujjhati, na pāpakaṃ supinaṃ passati, manussānaṃ ca amanussānaṃ <b>piyo</b> hoti, devatā rakkhanti	sabbe tasanti daṇḍassa,<br/>sabbesaṃ jīvitaṃ <b>piyaṃ</b>,<br/>attānaṃ upamaṃ katvā,<br/>na haneyya na ghātaye.
ye keci sokā paridevitā vā, dukkhā ca lokasmim'anekarūpā. <br/><b>piyaṃ</b> paṭiccappabhavanti ete, <b>piye</b> asante na bhavanti ete. 	mā <b>piyehi</b> samāgañchi,<br/>appiyehi kudācanaṃ,<br/>piyānaṃ adassanaṃ dukkhaṃ,<br/>appiyānañ'ca dassanaṃ.
na taṃ yāce yassa <b>piyaṃ</b> jigīse, desso hoti atiyācanāya,<br/>nāgo maṇiṃ yācito brāhmaṇena, adassanaṃ'y'eva tad'ajjhagamā'ti.	na taṃ yāce yassa <b>piyaṃ</b> jigiṃse,<br/>desso hoti atiyācanāya,<br/>nāgo maṇiṃ yācito brāhmaṇena,<br/>adassanaṃ'y'eva tad'ajjhagamā'ti.
tasmā piyaṃ na kayirātha, <b>piy'āpāyo</b> hi pāpako,<br/>ganthā tesaṃ na vijjanti, yesaṃ n'atthi piy'āppiya.	tasmā piyaṃ na kayirātha,<br/><b>piy'āpāyo</b> hi pāpako,<br/>ganthā tesaṃ na vijjanti,<br/>yesaṃ n'atthi piy'āppiyaṃ.
tasmā piyaṃ na kayirātha, piy'āpāyo hi pāpako,<br/>ganthā tesaṃ na vijjanti, yesaṃ n'atthi <b>piy'āppiya</b>.	saddañ'ca sutvā dubhayaṃ <b>piy'āppiyaṃ</b>,<br/>piyamhi sadde na samucchito siyā,<br/>atho'ppiye dosagataṃ vinodaye,<br/>na c'āppiyaṃ me'ti manaṃ padosaye.
supinena yathā'pi saṅgataṃ, paṭibuddho puriso na passati,<br/>evam'pi <b>piyāyitaṃ</b> janaṃ, petaṃ kālakataṃ na passati.	supinena yathā'pi saṅgataṃ,<br/>paṭibuddho puriso na passati,<br/>evam'pi <b>piyāyitaṃ</b> janaṃ,<br/>petaṃ kālakataṃ na passati.
yam'pi c'aññe samaṇ'uddesā labhanti bhikkhūhi saddhiṃ dirattatirattaṃ sahaseyyaṃ, sā'pi te n'atthi. cara'<b>pire</b>, vinassā'ti.	ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā apadisitabbo, yam'pi c'aññe samaṇ'uddesā labhanti bhikkhūhi saddhiṃ dirattatirattaṃ sahaseyyaṃ, s'āpi te n'atthi, cara'<b>pi re</b>, vinassā'ti.
yassā yassā ca <b>pilandhanavikatiyā</b> ākaṅkhati, yadi paṭṭikāya, yadi kuṇḍalāya, yadi gīveyyake, yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.	yassā yassā ca <b>pilandhanavikatiyā</b> ākaṅkhati, yadi paṭṭikāya, yadi kuṇḍalāya, yadi gīveyyake, yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.
idha, bhikkhave, tad'ev'ekaccesu janapadesu, pātī'ti sañjānanti, pattan'ti sañjānanti, vittan'ti sañjānanti, sarāvan'ti sañjānanti, dhāropan'ti sañjānanti, poṇan'ti sañjānanti, <b>pisīlavan</b>'ti sañjānanti.	idha, bhikkhave, tad'ev'ekaccesu janapadesu, pātī'ti sañjānanti, pattan'ti sañjānanti, vittan'ti sañjānanti, sarāvan'ti sañjānanti, dhāropan'ti sañjānanti, poṇan'ti sañjānanti, <b>pisīlavan</b>'ti sañjānanti.
<b>pisuṇaṃ</b> vācaṃ pahāya <b>pisuṇāya</b> vācāya paṭivirato hoti, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya	<b>pisuṇaṃ</b> vācaṃ pahāya <b>pisuṇāya</b> vācāya paṭivirato ahosiṃ, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya
musāvādissa purisapuggalassa musāvādā veramaṇī hoti parinibbānāya. <b>pisuṇavācassa</b> purisapuggalassa pisuṇāya vācāya veramaṇī hoti parinibbānāya.	taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī adinn'ādāyī kāmesumicchācārī musāvādī <b>pisuṇavāco</b> pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko.
yathā, mahārāja, koci'd'eva puriso visaṃ abhisaṅkharitvā attanā ca <b>piveyya</b>, pare ca pāyeyya, so attanā'pi dukkhito bhaveyya, pare'pi dukkhitā bhaveyyuṃ.	tassā evam'assa, yaṃnūn'āhaṃ agatapubbañ'c'eva disaṃ gaccheyyaṃ, akhāditapubbāni ca tiṇāni khādeyyaṃ, apītapubbāni ca pānīyāni <b>piveyyan</b>'ti.
pavivekarasaṃ pitvā, rasaṃ upasamassa ca,<br/>niddaro hoti nippāpo, dhammapītirasaṃ <b>pivaṃ</b>.	pavivekarasaṃ pitvā,<br/>rasaṃ upasamassa ca,<br/>niddaro hoti nippāpo,<br/>dhammapītirasaṃ <b>pivaṃ</b>.
im'āhaṃ <b>pivitvā</b> maraṇaṃ vā nigacchāmi maraṇamattaṃ vā dukkhan'ti? no h'etaṃ, bhante.	so taṃ pokkharaṇiṃ ogāhetvā ubhohi hatthehi itic'iti ca sevālapaṇakaṃ apaviyūhitvā añjalinā <b>pivitvā</b> pakkameyya.
iti anuttaresu vimokkhesu pihaṃ upaṭṭhāpayato uppajjati <b>pihapaccayā</b> domanassaṃ.	kudāssu nām'āhaṃ tad'āyatanaṃ upasampajja viharissāmi yad'ariyā eta'r'ahi āyatanaṃ upasampajja viharantī'ti iti anuttaresu vimokkhesu pihaṃ upaṭṭhāpayato uppajjati <b>pihapaccayā</b>
yass'indriyāni samathaṅ'gatāni, assā yathā sārathinā sudantā,<br/>pahīnamānassa anāsavassa, devā'pi tassa <b>pihayanti</b> tādino.	yass'indriyāni samathaṅ'gatāni,<br/>assā yathā sārathinā sudantā,<br/>pahīnamānassa anāsavassa,<br/>devā'pi tassa <b>pihayanti</b> tādino.
salābhaṃ n'ātimaññeyya, n'āññesaṃ <b>pihayaṃ</b> care,<br/>aññesaṃ pihayaṃ bhikkhu, samādhiṃ n'ādhigacchati.	salābhaṃ n'ātimaññeyya,<br/>n'āññesaṃ <b>pihayaṃ</b> care,<br/>aññesaṃ <b>pihayaṃ</b> bhikkhu,<br/>samādhiṃ n'ādhigacchati.
kudāssu nām'āhaṃ tad'āyatanaṃ upasampajja viharissāmi yadariyā eta'r'ahi āyatanaṃ upasampajja viharantī'ti iti anuttaresu vimokkhesu <b>pihaṃ</b> upaṭṭhāpayato uppajjati <b>piha</b>paccayā domanassaṃ.	rūpānaṃ tv'eva aniccataṃ viditvā vipariṇāmavirāganirodhaṃ, pubbe c'eva rūpā eta'r'ahi ca sabbe te rūpā aniccā dukkhā vipariṇāmadhammā'ti evam'etaṃ yathābhūtaṃ sammappaññāya disvā anuttaresu vimokkhesu <b>pihaṃ</b> upaṭṭhāpeti
ayoge yuñjam'attānaṃ, yogasmiñ'ca ayojayaṃ,<br/>atthaṃ hitvā piyaggāhī, <b>piheti</b>att'ānuyoginaṃ.	ayoge yuñjam'attānaṃ,<br/>yogasmiñ'ca ayojayaṃ,<br/>atthaṃ hitvā piyaggāhī,<br/><b>piheti</b>-att'ānuyoginaṃ.
sabbamaññitānaṃ tv'eva, bhikkhu, samatikkamā muni santo'ti vuccati. muni kho pana, bhikkhu, santo na jāyati, na jīyati, na mīyati, na kuppati, na <b>piheti</b>.	sabbamaññitānaṃ tv'eva, bhikkhu, samatikkamā muni santo'ti vuccati. muni kho pana, bhikkhu, santo na jāyati, na jīyati, na mīyati, na kuppati, na <b>piheti</b>.
pakkhandikā sūlā visūcikā kuṭṭhaṃ gaṇḍo kilāso soso apamāro daddu kaṇḍu kacchu nakhasā vitacchikā lohitaṃ pittaṃ madhumeho aṃsā <b>piḷakā</b> bhagandalā	ubho khañjā ubho kuṇī,<br/>ubho visamacakkhukā,<br/>ubhinnaṃ <b>piḷakā</b> jātā,<br/>n'āhaṃ passāmi illisan'ti.
yassa kassaci <b>piḷandhana</b>vikatiyā ākaṅkhati, yadi muddikāya yadi kuṇḍalāya yadi gīveyyakāya yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.	yassa kassaci <b>piḷandhana</b>vikatiyā ākaṅkhati, yadi muddikāya yadi kuṇḍalāya yadi gīveyyakāya yadi suvaṇṇamālāya, tañ'c'assa atthaṃ anubhoti.
yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pi</b>thīyati<br/>puriso ubhato naṅgalamukhāni <b>pi</b>daheyya<br/>yassā yassā ca <b>pi</b>landhanavikatiyā ākaṅkhati	seyyathā'pi, bhikkhave, nadī pabbateyyā dūraṅ'gamā sīghasotā hārahārinī. tassā puriso ubhato naṅgalamukhāni <b>pi</b>daheyya.
avijjā, bhikkhave, pubbaṅ'gamā akusalānaṃ dhammānaṃ samāpattiyā, anva'd'eva {anu'd'eva (sī. <b>pī</b>. ka.)} ahirikaṃ anottappaṃ.	avijjā, bhikkhave, pubbaṅ'gamā akusalānaṃ dhammānaṃ samāpattiyā, anva'd'eva {anu'd'eva (sī. <b>pī</b>. ka.)} ahirikaṃ anottappaṃ.
yo pana bhikkhu saṅghikaṃ mañcaṃ vā <b>pīṭhaṃ</b> vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya na uddharāpeyya anāpucchā vā gaccheyya, pācittiyaṃ.	yo pana bhikkhu saṅghikaṃ mañcaṃ vā <b>pīṭhaṃ</b> vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya, na uddharāpeyya, anāpucchaṃ vā gaccheyya, pācittiyaṃ.
<b>pītakasiṇam</b>'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ. lohitakasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ.	<b>pītakasiṇam</b>'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ. lohitakasiṇam'eko sañjānāti uddhaṃ adho tiriyaṃ advayaṃ appamāṇaṃ.
nīlam'pi sañjānāti, <b>pītakam</b>'pi sañjānāti, lohitakam'pi sañjānāti, odātam'pi sañjānāti. sañjānātī'ti kho, bhikkhave, tasmā saññā'ti vuccati.	tam'enaṃ rajako yasmiṃ yasmiṃ raṅgajāte upasaṃhareyya, yadi nīlakāya yadi <b>pītakāya</b> yadi lohitakāya yadi mañjeṭṭhakāya durattavaṇṇam'ev'assa aparisuddhavaṇṇam'ev'assa.
ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni pītavaṇṇāni <b>pītanidassanāni</b> pītanibhāsāni.	ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni pītavaṇṇāni <b>pītanidassanāni</b> pītanibhāsāni. seyyathāpi nāma kaṇikārapupphaṃ pītaṃ pītavaṇṇaṃ pītanidassanaṃ pītanibhāsaṃ
ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni pītavaṇṇāni pītanidassanāni <b>pītanibhāsāni</b>.	ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni pītavaṇṇāni pītanidassanāni <b>pītanibhāsāni</b>. seyyathāpi nāma kaṇikārapupphaṃ pītaṃ pītavaṇṇaṃ pītanidassanaṃ <b>pītanibhāsaṃ</b>
ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni <b>pītavaṇṇāni</b> pītanidassanāni pītanibhāsāni.	ajjhattaṃ arūpasaññī eko bahiddhā rūpāni passati pītāni <b>pītavaṇṇāni</b> pītanidassanāni pītanibhāsāni. seyyathāpi nāma kaṇikārapupphaṃ pītaṃ <b>pītavaṇṇaṃ</b> pītanidassanaṃ pītanibhāsaṃ
amatamhi vijjamāne, kiṃ tava pañcakaṭukena <b>pītena</b>, sabbā hi kāmaratiyo, kaṭukatarā pañcakaṭukena.	asite <b>pīte</b> khāyite sāyite sampajānakārī ahosiṃ, uccārapassāvakamme sampajānakārī ahosiṃ, gate ṭhite nisinne sutte jāgarite bhāsite tuṇhībhāve sampajānakārī ahosiṃ.
yathā, mahārāja, rañño bhaṇḍ'āgāriko bhaṇḍ'āgāraṃ pavisitvā nīla<b>pīta</b>lohit'odātamañjiṭṭhāni rājabhogāni rūpāni passitvā sañjānāti. evaṃ kho, mahārāja, sañjānanalakkhaṇā saññā'ti	upasaṅkamitvā rattapāṇiṃ rajakaputtaṃ evaṃ vadehi, icchām'ahaṃ, samma rattapāṇi, imaṃ makkaṭacchāpakaṃ <b>pīta</b>-avalepanaṃ nāma raṅgajātaṃ rajitaṃ ākoṭitapaccākoṭitaṃ ubhatobhāgavimaṭṭhan'ti.
yato yato sammasati, khandhānaṃ udayabbayaṃ,<br/>labhatī <b>pītipāmojjaṃ</b>, amataṃ taṃ vijānataṃ.	yato yato sammasati,<br/>khandhānaṃ udayabbayaṃ,<br/>labhatī <b>pītipāmojjaṃ</b>,<br/>amataṃ taṃ vijānataṃ.
susukhaṃ vata jīvāma, yesaṃ no n'atthi kiñcanaṃ,<br/><b>pītibhakkhā</b> bhavissāma, devā ābhassarā yathā.	susukhaṃ vata jīvāma,<br/>yesaṃ no n'atthi kiñcanaṃ,<br/><b>pītibhakkhā</b> bhavissāma,<br/>devā ābhassarā yathā.
kāmaṃ kāmayamānassa, tassa ce taṃ samijjhati,<br/>addhā <b>pītimano</b> hoti, laddhā macco yad'icchati.	pītisambojjh'aṅgo tasmiṃ samaye bhikkhuno bhāvanāpāripūriṃ gacchati. <b>pītimanassa</b> kāyo'pi passambhati, cittam'pi passambhati.
pavivekarasaṃ pitvā, rasaṃ upasamassa ca,<br/>niddaro hoti nippāpo, dhamma<b>pītirasaṃ</b> pivaṃ.	pavivekarasaṃ pitvā,<br/>rasaṃ upasamassa ca,<br/>niddaro hoti nippāpo,<br/>dhamma<b>pītirasaṃ </b>pivaṃ.
